Accident_ID,Date,Year,Month,Day,Day_of_Week,Time,Quarter,State,District,Region,Urban_Rural,Highway_Type,Road_Type,Weather,Visibility,Road_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Number_of_Vehicles,Driver_Age,Driver_Gender,Driver_Experience_Years,Speed_Limit,Estimated_Speed,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Phone_Usage,Accident_Cause,Collision_Type,Severity,Number_of_Casualties,Number_of_Fatalities,Number_of_Injured,Emergency_Response_Time_Minutes,Hospital_Nearby,Vehicle_Damage_Cost,Insurance_Claim,FIR_Registered,Hit_and_Run,Festival_Season,Holiday,Rainfall_mm,Temperature,Latitude,Longitude
ACC100118,14-09-2023,2023,9,14,Thursday,05:55,Q3,Arunachal Pradesh,Arunachal_District-5,Northeast,Urban,Expressway,Curve/Bend,Rainy,Poor,Wet,Night - No Streetlight,Moderate,Tractor,3,39,Male,17,100,130,N/A,N/A,No,No,Drunk Driving,Pedestrian Hit,Serious,5,0,5,43,No,65389,No,Yes,No,No,No,2.3,21.4,28.6631,94.5322
ACC101826,12-06-2024,2024,6,12,Wednesday,20:36,Q2,West Bengal,West_District-8,East,Rural,State Highway,Curve/Bend,Clear,Good,Under Construction,Night - No Streetlight,High,Truck,2,27,Female,5,60,77,N/A,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Serious,3,0,3,13,Yes,80310,No,Yes,No,No,No,0.2,23.4,22.17,88.4208
ACC101439,21-07-2023,2023,7,21,Friday,20:44,Q3,Maharashtra,Maharashtra_District-6,West,Urban,City Road,Junction,Rainy,Poor,Dry,Night - Streetlight,Moderate,Two-Wheeler,1,23,Male,0,40,45,Yes,N/A,No,No,Overspeeding,Rear-end Collision,Serious,2,0,2,28,Yes,35815,Yes,Yes,No,No,No,2.6,28.8,20.309,75.7222
ACC101043,19-08-2024,2024,8,19,Monday,18:51,Q3,Uttar Pradesh,Uttar_District-3,North,Urban,State Highway,Bridge,Clear,Good,Dry,Dusk/Dawn,High,Car,2,30,Male,9,60,71,N/A,Yes,Yes,No,Overtaking,Side Collision,Minor,3,0,3,35,Yes,19367,No,Yes,No,No,No,1,30.7,27.7425,81.3848
ACC100165,24-12-2023,2023,12,24,Sunday,22:45,Q4,Chhattisgarh,Chhattisgarh_District-4,Central,Urban,City Road,Bridge,Rainy,Poor,Wet,Night - Streetlight,Moderate,Car,2,42,Male,17,40,34,N/A,No,No,No,Overspeeding,Side Collision,Serious,4,0,4,31,No,62389,Yes,Yes,No,No,No,11.9,27.8,20.5385,81.5835
ACC101550,04-07-2023,2023,7,4,Tuesday,08:25,Q3,Himachal Pradesh,Himachal_District-4,North,Urban,National Highway,Roundabout,Clear,Good,Dry,Daylight,Very High,Two-Wheeler,2,18,Male,0,80,91,No,N/A,No,No,Drunk Driving,Rear-end Collision,Serious,4,1,3,10,No,87150,Yes,Yes,Yes,No,No,1.4,19.1,29.8714,76.666
ACC101424,19-09-2023,2023,9,19,Tuesday,08:56,Q3,Bihar,Bihar_District-5,East,Urban,National Highway,Roundabout,Rainy,Poor,Wet,Daylight,High,Car,6,35,Male,14,80,92,N/A,No,No,No,Drunk Driving,Head-on Collision,Serious,7,1,6,46,Yes,42228,Yes,Yes,No,No,No,20,21.6,25.9416,85.0711
ACC101828,21-05-2023,2023,5,21,Sunday,22:07,Q2,Uttar Pradesh,Uttar_District-6,North,Urban,City Road,Bridge,Clear,Good,Dry,Night - No Streetlight,Moderate,Car,3,,Male,20,40,31,N/A,Yes,No,Yes,Fog/Low Visibility,Pedestrian Hit,Minor,1,0,1,27,No,16946,Yes,Yes,No,No,No,1.2,28.5,27.0204,80.6055
ACC100596,24-03-2024,2024,3,24,Sunday,08:33,Q1,Assam,Assam_District-5,Northeast,Rural,Village Road,Junction,Clear,Good,Dry,Daylight,High,Car,3,47,Male,28,30,35,N/A,Yes,No,No,Overtaking,Hit and Run,Serious,6,0,6,33,Yes,67323,No,Yes,No,No,No,1.3,32.5,26.1796,92.9984
ACC100114,01-06-2023,2023,6,1,Thursday,10:03,Q2,Maharashtra,Maharashtra_District-7,West,Urban,City Road,Bridge,Clear,Good,Wet,Daylight,Very High,Truck,3,26,Male,3,40,50,N/A,N/A,No,No,Poor Road Condition,Pedestrian Hit,Minor,1,0,1,24,Yes,7999,Yes,No,No,No,No,1.8,30.8,18.1389,75.8232
ACC100379,18-07-2023,2023,7,18,Tuesday,09:41,Q3,West Bengal,West_District-4,East,Rural,Expressway,Curve/Bend,Clear,Good,Dry,Daylight,High,Two-Wheeler,4,56,Male,35,100,159,No,N/A,No,No,Signal Jumping,Side Collision,Fatal,8,3,5,43,Yes,,Yes,Yes,No,No,No,3.5,,23.8215,87.2804
ACC100064,13-09-2024,2024,9,13,Friday,22:46,Q3,Madhya Pradesh,Madhya_District-5,Central,Rural,State Highway,Straight Road,Clear,Good,Dry,Night - Streetlight,High,Two-Wheeler,1,30,Female,3,60,67,No,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Serious,5,1,4,23,No,87057,Yes,Yes,No,No,No,0.7,25.2,23.4467,78.5023
ACC100411,09-04-2024,2024,4,9,Tuesday,04:40,Q2,Tamil Nadu,Tamil_District-6,South,Urban,City Road,Flyover,Clear,Good,Potholes,Night - No Streetlight,Low,Bicycle,3,23,Male,2,40,38,N/A,N/A,No,No,Overtaking,Multi-Vehicle Pileup,Serious,2,0,2,24,,43345,Yes,Yes,No,No,No,0.2,25.8,11.7543,78.503
ACC101704,30-11-2024,2024,11,30,Saturday,21:52,Q4,Maharashtra,Maharashtra_District-5,West,Rural,State Highway,Junction,Clear,Good,Potholes,Night - Streetlight,High,Auto-Rickshaw,1,54,Male,30,60,44,N/A,N/A,No,No,Brake Failure,Hit and Run,Minor,1,0,1,5,Yes,14204,Yes,No,No,Yes,No,1.5,16.1,19.2385,76.3588
ACC100187,27-03-2024,2024,3,27,Wednesday,20:13,Q1,Karnataka,Karnataka_District-6,South,Urban,City Road,Junction,Rainy,Poor,Potholes,Night - Streetlight,Very High,Pedestrian-Involved,3,54,Male,30,40,31,N/A,N/A,No,No,Fog/Low Visibility,Multi-Vehicle Pileup,Minor,1,0,1,31,Yes,10185,Yes,No,No,No,No,24.4,29.1,14.8166,75.4929
ACC101344,25-02-2023,2023,2,25,Saturday,22:53,Q1,Telangana,Telangana_District-1,South,Urban,City Road,Curve/Bend,Clear,Good,Dry,Night - Streetlight,Moderate,Truck,2,38,Male,19,40,50,N/A,N/A,Yes,No,Overtaking,Multi-Vehicle Pileup,Minor,0,0,0,33,Yes,,No,Yes,No,No,Yes,0.2,23.6,17.9071,79.0665
ACC100893,16-04-2024,2024,4,16,Tuesday,18:52,Q2,Rajasthan,Rajasthan_District-8,North,Urban,Expressway,Roundabout,Cloudy,Moderate,Dry,Dusk/Dawn,Very High,Two-Wheeler,2,18,Male,0,100,124,Yes,N/A,Yes,No,Overspeeding,Side Collision,Serious,2,0,2,39,Yes,94430,No,Yes,Yes,No,No,1.6,29.5,26.0466,73.3797
ACC101048,26-06-2024,2024,6,26,Wednesday,00:44,Q2,Rajasthan,Rajasthan_District-7,North,Urban,Village Road,Straight Road,Clear,Good,Dry,Night - Streetlight,Low,Car,1,31,Male,10,30,38,N/A,Yes,No,No,Signal Jumping,Vehicle Rollover,Minor,0,0,0,29,No,15449,Yes,No,No,No,No,1.9,31.9,27.293,73.6091
ACC100295,28-04-2024,2024,4,28,Sunday,19:05,Q2,Punjab,Punjab_District-3,North,Rural,City Road,Curve/Bend,Foggy,Very Poor,Dry,Night - Streetlight,Moderate,Truck,1,39,Female,16,40,36,N/A,N/A,No,No,Mobile Phone Usage,Rear-end Collision,Minor,2,0,2,15,No,19580,Yes,No,No,No,No,0.2,24.9,31.4542,74.9033
ACC101017,19-07-2024,2024,7,19,Friday,17:50,Q3,Uttar Pradesh,Uttar_District-6,North,Rural,State Highway,Flyover,Rainy,Poor,Potholes,Daylight,High,Auto-Rickshaw,5,38,Male,19,60,36,N/A,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Minor,1,0,1,26,No,24755,Yes,Yes,No,No,No,9.9,34.5,27.2291,81.5514
ACC100287,13-12-2024,2024,12,13,Friday,19:48,Q4,Tamil Nadu,Tamil_District-8,South,Urban,National Highway,Roundabout,Clear,Good,Dry,Night - No Streetlight,High,Car,3,31,Male,,80,107,N/A,No,No,No,Fatigue/Sleepy Driving,Head-on Collision,Fatal,2,2,0,16,No,184334,Yes,Yes,Yes,No,No,0.2,10.9,10.9032,78.5503
ACC101789,07-06-2023,2023,6,7,Wednesday,20:14,Q2,Rajasthan,Rajasthan_District-1,North,Rural,National Highway,Curve/Bend,Clear,Good,Under Construction,Night - Streetlight,High,Truck,1,22,Male,0,80,90,N/A,N/A,No,No,Fog/Low Visibility,Side Collision,Minor,1,0,1,28,No,22779,No,No,Yes,No,No,0.9,24,25.99,74.7808
ACC100688,16-06-2023,2023,6,16,Friday,07:41,Q2,Haryana,Haryana_District-4,North,Urban,City Road,Flyover,Cloudy,Moderate,Potholes,Daylight,Very High,Car,4,48,Male,29,40,35,N/A,Yes,No,No,Fatigue/Sleepy Driving,Pedestrian Hit,Serious,3,1,2,42,Yes,59189,Yes,Yes,No,No,No,2.7,17.3,29.2629,76.156
ACC100301,31-10-2024,2024,10,31,Thursday,13:57,Q4,Tamil Nadu,Tamil_District-4,South,Urban,State Highway,Curve/Bend,Clear,Good,Oil Spill,Daylight,Low,Two-Wheeler,2,33,Male,13,60,70,Yes,N/A,No,No,Poor Road Condition,Side Collision,Minor,2,0,2,21,No,13683,No,No,No,No,No,1.7,21.7,10.6988,78.8276
ACC100501,08-01-2023,2023,1,8,Sunday,21:20,Q1,Tamil Nadu,Tamil_District-2,South,Rural,Village Road,Straight Road,Clear,Good,Dry,Night - Streetlight,Very High,Two-Wheeler,4,27,Male,5,30,33,No,N/A,No,No,Overspeeding,Head-on Collision,Minor,1,0,1,16,,8193,No,No,No,No,No,0.5,13.3,11.3805,78.8712
ACC100316,18-08-2024,2024,8,18,Sunday,17:48,Q3,Kerala,Kerala_District-2,South,Rural,Village Road,Flyover,Clear,Good,Dry,Daylight,High,Bicycle,2,39,Male,14,30,37,N/A,N/A,No,Yes,Overspeeding,Vehicle Rollover,Serious,2,1,1,45,Yes,83721,No,Yes,No,No,No,0.6,17.4,9.9924,75.3442
ACC100817,09-10-2024,2024,10,9,Wednesday,18:27,Q4,Tamil Nadu,Tamil_District-8,South,Urban,City Road,Roundabout,Clear,Good,Dry,Dusk/Dawn,Moderate,Car,2,52,Male,31,40,48,N/A,Yes,No,No,Brake Failure,Side Collision,Serious,1,0,1,14,Yes,33546,No,Yes,No,No,No,0.7,30.8,11.2772,79.2999
ACC101450,06-01-2023,2023,1,6,Friday,18:45,Q1,Bihar,Bihar_District-5,East,Urban,National Highway,Flyover,Clear,Good,Potholes,Dusk/Dawn,Moderate,Car,3,32,Male,13,80,96,N/A,No,No,No,Wrong Side Driving,Head-on Collision,Minor,1,0,1,96,No,14974,Yes,No,No,No,No,0.8,16.8,26.6341,84.158
ACC100360,15-09-2023,2023,9,15,Friday,19:49,Q3,Jammu and Kashmir,Jammu_District-8,North,Rural,City Road,Flyover,Rainy,Poor,Under Construction,Night - No Streetlight,Very High,Car,3,56,Male,35,40,45,N/A,Yes,Yes,No,Fog/Low Visibility,Pedestrian Hit,Fatal,6,2,4,39,Yes,136228,Yes,Yes,No,No,No,2,26,33.6783,77.5231
ACC100131,13-03-2023,2023,3,13,Monday,09:53,Q1,Madhya Pradesh,Madhya_District-8,Central,Rural,Village Road,Straight Road,Clear,Good,Potholes,Daylight,High,Two-Wheeler,3,38,Female,10,30,32,Yes,N/A,Yes,No,Drunk Driving,Rear-end Collision,Serious,2,0,2,31,No,13391,No,Yes,No,No,No,0.1,30,22.9587,77.5685
ACC100949,29-05-2023,2023,5,29,Monday,08:38,Q2,Uttar Pradesh,Uttar_District-3,North,Rural,City Road,Roundabout,Foggy,Very Poor,Under Construction,Daylight,Moderate,Car,1,28,Male,6,40,26,N/A,Yes,No,No,Pedestrian Crossing Negligence,Multi-Vehicle Pileup,Minor,1,0,1,42,No,15894,No,Yes,No,No,No,0.4,33.4,26.0052,81.457
ACC100190,12-10-2023,2023,10,12,Thursday,18:18,Q4,Gujarat,Gujarat_District-6,West,Rural,Expressway,Junction,Clear,Good,Oil Spill,Dusk/Dawn,Moderate,Tractor,3,21,Male,0,100,130,N/A,N/A,Yes,Yes,Drunk Driving,Side Collision,Serious,7,1,6,33,Yes,95093,Yes,Yes,No,Yes,No,1,17.3,22.5758,70.1829
ACC100028,07-08-2023,2023,8,7,Monday,19:25,Q3,Uttar Pradesh,Uttar_District-2,North,Rural,National Highway,Straight Road,Cloudy,Moderate,Wet,Night - No Streetlight,High,Tractor,2,22,Male,0,80,83,N/A,N/A,No,No,Drunk Driving,Pedestrian Hit,Fatal,4,2,2,25,No,286377,Yes,Yes,Yes,No,No,,32.2,26.8549,81.2485
ACC101026,11-02-2024,2024,2,11,Sunday,14:52,Q1,Maharashtra,Maharashtra_District-1,West,Urban,Village Road,Straight Road,Clear,Good,Potholes,Daylight,Moderate,Truck,1,23,Female,1,30,24,N/A,N/A,No,No,Wrong Side Driving,Rear-end Collision,Minor,0,0,0,33,Yes,27773,Yes,No,Yes,No,No,0.1,12.9,19.6437,75.8086
ACC100954,12-02-2024,2024,2,12,Monday,20:05,Q1,Kerala,Kerala_District-7,South,Rural,State Highway,Straight Road,Clear,Good,Dry,Night - Streetlight,High,Car,2,18,Female,0,60,65,N/A,Yes,No,No,Wrong Side Driving,Pedestrian Hit,Minor,0,0,0,44,Yes,20265,Yes,Yes,No,No,Yes,0.7,11.1,9.2843,76.8269
ACC101252,17-02-2023,2023,2,17,Friday,07:50,Q1,Madhya Pradesh,Madhya_District-2,Central,Urban,Village Road,Curve/Bend,Clear,Good,Under Construction,Daylight,Moderate,Bus,4,30,Male,6,30,40,N/A,N/A,No,No,Poor Road Condition,Hit and Run,Fatal,4,2,2,35,Yes,125897,Yes,Yes,No,No,No,2.8,19.7,22.6452,78.5448
ACC100747,27-02-2024,2024,2,27,Tuesday,00:14,Q1,West Bengal,West_District-7,East,Urban,City Road,Curve/Bend,Cloudy,Moderate,Dry,Night - No Streetlight,Moderate,Truck,1,33,Male,9,40,40,N/A,N/A,No,No,Mobile Phone Usage,Pedestrian Hit,Minor,1,0,1,26,Yes,12684,Yes,No,Yes,No,No,2.8,,23.6635,86.9907
ACC101174,05-04-2023,2023,4,5,Wednesday,22:55,Q2,Madhya Pradesh,Madhya_District-7,Central,Rural,State Highway,Junction,,Good,Dry,Night - Streetlight,Low,Two-Wheeler,4,19,Male,0,60,68,No,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Minor,3,0,3,23,No,9614,Yes,No,No,No,No,2,28,23.6656,78.8393
ACC100821,31-05-2023,2023,5,31,Wednesday,19:13,Q2,West Bengal,West_District-7,East,Urban,National Highway,Junction,Clear,Good,Potholes,Night - Streetlight,High,Tractor,4,49,Male,24,80,80,N/A,N/A,No,No,Overspeeding,Pedestrian Hit,Serious,2,0,2,16,Yes,47477,Yes,Yes,Yes,No,No,0.7,25.3,22.8933,86.732
ACC101843,06-04-2023,2023,4,6,Thursday,21:42,Q2,West Bengal,West_District-2,East,Rural,National Highway,Straight Road,Rainy,Poor,Wet,Night - No Streetlight,High,Two-Wheeler,1,71,Male,,80,134,No,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,6,4,2,34,Yes,278011,No,Yes,No,No,No,6.7,14.2,23.2891,87.1698
ACC100689,13-08-2024,2024,8,13,Tuesday,09:15,Q3,Maharashtra,Maharashtra_District-8,West,Rural,National Highway,Flyover,Clear,Good,Dry,Daylight,Moderate,Auto-Rickshaw,3,48,Male,27,80,74,N/A,N/A,No,Yes,Mobile Phone Usage,Multi-Vehicle Pileup,Serious,1,0,1,46,Yes,,Yes,Yes,No,No,No,0.5,26.2,19.3614,75.3598
ACC100831,04-11-2024,2024,11,4,Monday,20:40,Q4,Madhya Pradesh,Madhya_District-1,Central,Urban,City Road,Flyover,Foggy,Very Poor,Dry,Night - Streetlight,Very High,Bus,6,39,Male,18,40,33,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Serious,4,0,4,29,No,65828,No,Yes,No,No,No,2.1,18,23.0259,77.8826
ACC101051,14-07-2023,2023,7,14,Friday,22:02,Q3,Gujarat,Gujarat_District-5,West,Urban,City Road,Flyover,Clear,Good,Dry,Night - No Streetlight,Moderate,Two-Wheeler,5,25,Male,4,40,43,Yes,N/A,No,Yes,Mobile Phone Usage,Multi-Vehicle Pileup,Serious,3,0,3,36,No,31851,Yes,Yes,No,No,No,5.5,28.6,22.2162,70.958
ACC101444,29-01-2024,2024,1,29,Monday,22:40,Q1,Maharashtra,Maharashtra_District-1,West,Rural,National Highway,Straight Road,Rainy,Poor,Wet,Night - Streetlight,Low,Two-Wheeler,3,39,Male,17,80,102,Yes,N/A,No,No,Overspeeding,Pedestrian Hit,Serious,2,0,2,30,,77440,Yes,Yes,Yes,No,No,8.3,22.9,19.1624,75.7499
ACC101805,05-07-2023,2023,7,5,Wednesday,21:07,Q3,Himachal Pradesh,Himachal_District-5,North,Urban,National Highway,Straight Road,Cloudy,Moderate,Wet,Night - Streetlight,Very High,Bus,5,25,Female,5,80,85,N/A,N/A,Yes,No,Brake Failure,Side Collision,Serious,3,0,3,18,Yes,66651,Yes,Yes,No,No,No,0.3,24,30.8641,77.4116
ACC101117,26-09-2024,2024,9,26,Thursday,17:31,Q3,Gujarat,Gujarat_District-4,West,Rural,Village Road,Bridge,Clear,Good,Dry,Daylight,Moderate,Auto-Rickshaw,2,41,Male,17,30,38,N/A,N/A,No,No,Signal Jumping,Rear-end Collision,Minor,1,0,1,35,Yes,19758,Yes,Yes,No,No,No,1,26.9,22.4234,70.2948
ACC101332,26-06-2023,2023,6,26,Monday,14:44,Q2,Telangana,Telangana_District-1,South,Rural,State Highway,Bridge,,Poor,Oil Spill,Daylight,Low,Car,1,18,Male,0,60,65,N/A,Yes,No,No,Mobile Phone Usage,Hit and Run,Serious,3,1,2,58,No,62729,No,Yes,No,No,No,2.3,20.5,18.7121,79.1358
ACC100267,17-09-2023,2023,9,17,Sunday,14:20,Q3,Gujarat,Gujarat_District-2,West,Urban,National Highway,Roundabout,Clear,Good,Dry,Daylight,Moderate,Truck,3,53,Male,31,80,38,N/A,N/A,No,No,Fatigue/Sleepy Driving,Vehicle Rollover,Minor,1,0,1,33,Yes,10537,Yes,No,No,No,No,0.8,24.6,22.6189,71.291
ACC100559,28-02-2023,2023,2,28,Tuesday,15:50,Q1,Telangana,Telangana_District-1,South,Rural,City Road,Bridge,Clear,Good,,Daylight,Moderate,Car,2,18,Male,0,40,63,N/A,Yes,No,No,Fog/Low Visibility,Rear-end Collision,Fatal,2,1,1,24,Yes,57771,Yes,Yes,No,No,Yes,0.7,11.6,18.021,79.1244
ACC101532,13-06-2023,2023,6,13,Tuesday,22:33,Q2,Maharashtra,Maharashtra_District-7,West,Urban,City Road,Roundabout,Clear,Good,Potholes,Night - Streetlight,High,Two-Wheeler,2,19,Male,0,40,57,No,N/A,No,Yes,Overtaking,Pedestrian Hit,Serious,2,0,2,36,Yes,47415,Yes,Yes,No,No,Yes,0.5,29.6,18.936,76.4723
ACC100326,08-08-2024,2024,8,8,Thursday,09:32,Q3,Andhra Pradesh,Andhra_District-2,South,Urban,City Road,Flyover,Clear,Good,Dry,Daylight,Very High,Bus,1,29,Male,10,40,47,N/A,N/A,No,No,Mobile Phone Usage,Rear-end Collision,Minor,1,0,1,36,Yes,28273,Yes,No,No,No,No,1,22.3,15.2343,79.8252
ACC101083,16-10-2024,2024,10,16,Wednesday,20:38,Q4,Karnataka,Karnataka_District-2,South,Urban,City Road,Curve/Bend,Cloudy,Moderate,Wet,Night - No Streetlight,Very High,Bicycle,2,50,Female,26,40,43,N/A,N/A,Yes,No,Signal Jumping,Vehicle Rollover,Serious,3,1,2,25,Yes,50877,Yes,Yes,No,No,No,0.9,18.3,14.8023,75.9723
ACC100489,31-03-2024,2024,3,31,Sunday,09:42,Q1,Rajasthan,Rajasthan_District-7,North,Rural,National Highway,Straight Road,Foggy,Very Poor,Dry,Daylight,Very High,Car,3,39,Male,16,80,127,N/A,Yes,No,No,Poor Road Condition,Side Collision,Fatal,3,3,0,33,Yes,172049,No,Yes,No,No,Yes,5.2,28.8,26.3185,74.3225
ACC100588,27-06-2023,2023,6,27,Tuesday,20:37,Q2,Tamil Nadu,Tamil_District-4,South,Rural,City Road,Curve/Bend,Rainy,Poor,,Night - No Streetlight,Very High,Pedestrian-Involved,3,39,Male,18,40,43,N/A,N/A,No,No,Signal Jumping,Rear-end Collision,Serious,2,0,2,33,Yes,33848,Yes,Yes,No,No,No,10.2,35.7,11.2743,78.2516
ACC101434,11-11-2024,2024,11,11,Monday,09:31,Q4,Chhattisgarh,Chhattisgarh_District-5,Central,Urban,Expressway,Roundabout,Clear,Good,Potholes,Daylight,High,Auto-Rickshaw,1,32,Male,12,100,86,N/A,N/A,No,No,Overspeeding,Hit and Run,Minor,1,0,1,29,Yes,12810,No,Yes,No,No,No,0,27.8,21.1532,80.7178
ACC101115,02-09-2024,2024,9,2,Monday,19:30,Q3,Andhra Pradesh,Andhra_District-3,South,Urban,City Road,Roundabout,Clear,Good,,Night - No Streetlight,Very High,Car,3,55,Female,31,40,39,N/A,Yes,No,No,Poor Road Condition,Head-on Collision,Minor,1,0,1,31,Yes,21475,No,Yes,No,No,No,1.9,29.2,15.2396,79.7306
ACC101710,15-01-2023,2023,1,15,Sunday,17:11,Q1,Tamil Nadu,Tamil_District-2,South,Urban,Expressway,Bridge,Cloudy,Moderate,Dry,Daylight,Very High,Bus,2,24,Male,0,100,112,N/A,N/A,No,No,Poor Road Condition,Pedestrian Hit,Serious,2,0,2,7,Yes,68373,No,Yes,Yes,No,No,0.6,25.8,12.0229,79.223
ACC100455,01-02-2024,2024,2,1,Thursday,21:34,Q1,Gujarat,Gujarat_District-1,West,Urban,National Highway,Curve/Bend,Cloudy,Moderate,Wet,Night - No Streetlight,Low,Truck,4,56,Male,34,80,59,N/A,N/A,No,No,Overspeeding,Rear-end Collision,Serious,4,0,4,32,Yes,64201,Yes,Yes,No,No,No,0.7,26.5,22.937,71.1648
ACC101378,13-01-2024,2024,1,13,Saturday,19:27,Q1,Jharkhand,Jharkhand_District-4,East,Rural,City Road,Roundabout,Clear,Good,Potholes,Night - Streetlight,High,Car,2,52,Male,29,40,46,N/A,No,No,No,Overspeeding,Multi-Vehicle Pileup,Minor,0,0,0,34,Yes,22498,Yes,Yes,No,No,No,1.5,15.9,23.2137,85.5703
ACC100018,13-11-2023,2023,11,13,Monday,21:28,Q4,Maharashtra,Maharashtra_District-4,West,Urban,National Highway,Junction,Clear,Good,Dry,Night - No Streetlight,High,Car,2,18,Male,0,80,85,N/A,No,No,Yes,Mobile Phone Usage,Side Collision,Serious,5,0,5,45,No,69218,Yes,Yes,Yes,No,No,1.8,25.3,19.2815,76.2938
ACC100862,28-06-2024,2024,6,28,Friday,08:42,Q2,Tamil Nadu,Tamil_District-2,South,Urban,City Road,Bridge,Clear,Good,Potholes,Daylight,High,Two-Wheeler,1,18,Male,0,40,48,No,N/A,No,No,Fatigue/Sleepy Driving,Pedestrian Hit,Minor,2,0,2,17,No,9117,No,Yes,No,No,No,1.2,27.2,11.5891,78.3339
ACC101330,07-10-2023,2023,10,7,Saturday,17:06,Q4,Haryana,Haryana_District-1,North,Urban,City Road,Curve/Bend,Cloudy,Moderate,Dry,Daylight,High,Car,4,43,Male,20,40,52,N/A,Yes,No,No,Overtaking,Pedestrian Hit,Minor,1,0,1,18,No,6455,Yes,No,No,Yes,No,0.5,30.3,28.989,75.9337
ACC100650,27-02-2023,2023,2,27,Monday,11:27,Q1,Punjab,Punjab_District-3,North,Urban,National Highway,Flyover,Rainy,Poor,Wet,Daylight,High,Car,2,31,Male,11,80,90,N/A,Yes,No,No,Wrong Side Driving,Hit and Run,Serious,4,1,3,27,No,92975,No,Yes,No,No,No,5.2,18.7,31.3102,74.2071
ACC101562,20-10-2023,2023,10,20,Friday,23:14,Q4,Chhattisgarh,Chhattisgarh_District-3,Central,Urban,City Road,Curve/Bend,Cloudy,Moderate,Dry,Night - No Streetlight,Moderate,Car,3,21,Male,2,40,47,N/A,No,No,No,Overtaking,Vehicle Rollover,Minor,0,0,0,33,No,3592,No,No,No,Yes,No,0.5,20.7,20.7,81.5242
ACC100946,02-08-2023,2023,8,2,Wednesday,20:46,Q3,Delhi,Delhi_District-3,North,Urban,National Highway,Flyover,Clear,Good,Potholes,Night - No Streetlight,Moderate,Two-Wheeler,1,47,Male,22,80,76,No,N/A,Yes,No,Drunk Driving,Side Collision,Fatal,3,2,1,35,Yes,212272,No,Yes,Yes,No,No,2.8,21.2,29.4446,76.7149
ACC100877,07-10-2023,2023,10,7,Saturday,22:53,Q4,Meghalaya,Meghalaya_District-2,Northeast,Urban,National Highway,Straight Road,Clear,Good,Dry,Night - Streetlight,Moderate,Truck,1,40,Male,19,80,67,N/A,N/A,No,No,Wrong Side Driving,Hit and Run,Minor,2,0,2,9,No,8257,Yes,Yes,No,Yes,No,4.4,28.3,25.5587,90.6643
ACC100957,30-11-2024,2024,11,30,Saturday,09:24,Q4,Odisha,Odisha_District-5,East,Urban,City Road,Roundabout,Rainy,Poor,Potholes,Daylight,Very High,Two-Wheeler,2,43,Male,24,40,35,No,N/A,No,No,Overspeeding,Hit and Run,Minor,2,0,2,13,Yes,27020,Yes,No,Yes,No,No,8.2,33.4,21.6928,84.6906
ACC100685,02-05-2024,2024,5,2,Thursday,17:19,Q2,Maharashtra,Maharashtra_District-5,West,Rural,State Highway,Curve/Bend,Clear,Good,Dry,Daylight,Very High,Two-Wheeler,1,29,Male,7,60,72,Yes,N/A,No,No,Overspeeding,Side Collision,Minor,1,0,1,31,Yes,8244,No,No,Yes,No,No,1.4,22.5,20.1468,74.8569
ACC101638,15-10-2024,2024,10,15,Tuesday,17:38,Q4,Chhattisgarh,Chhattisgarh_District-3,Central,Rural,City Road,Straight Road,Clear,Good,Potholes,Daylight,Very High,Two-Wheeler,2,36,Male,14,40,49,Yes,N/A,No,Yes,Mobile Phone Usage,Multi-Vehicle Pileup,Minor,1,0,1,13,Yes,21038,No,No,Yes,No,No,1.4,27,21.7703,80.9846
ACC100119,09-08-2024,2024,8,9,Friday,17:36,Q3,Haryana,Haryana_District-5,North,Urban,National Highway,Bridge,Foggy,Very Poor,Dry,Daylight,Very High,Car,2,36,Male,13,80,101,N/A,Yes,No,No,Mobile Phone Usage,Multi-Vehicle Pileup,Fatal,2,1,1,25,No,155645,No,Yes,No,No,No,0.5,28.9,29.3331,76.1265
ACC101016,26-02-2024,2024,2,26,Monday,21:55,Q1,Madhya Pradesh,Madhya_District-1,Central,Urban,State Highway,Straight Road,Clear,Good,Potholes,Night - Streetlight,Moderate,Two-Wheeler,3,18,Male,0,60,54,No,N/A,No,No,Brake Failure,Hit and Run,Minor,1,0,1,14,No,16750,No,No,No,No,No,1.5,18.8,23.6779,78.7286
ACC100528,28-03-2024,2024,3,28,Thursday,18:07,Q1,Odisha,Odisha_District-5,East,Urban,City Road,Curve/Bend,Cloudy,Moderate,Under Construction,Dusk/Dawn,Moderate,Bus,4,18,Male,0,40,25,N/A,N/A,No,No,Drunk Driving,Vehicle Rollover,Serious,2,0,2,53,Yes,68485,No,Yes,No,No,No,2.1,25,20.5203,84.4651
